Headword,Entry No.,No.,Syllabary,Stem,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Compare 1,Compare 2,Compare 3,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏂᏍᎦᏰᎬᏍᏓ,414.2,414,ᎠᏂᏍᎦᏰᎬᏍᏓ,,anisgayegvsda,a-ni-s-ga-ye-gv-s-da,ạnisgạyegv̋sda,ani:sgaye:gv̋:sda,adjective,plural,,handsome ones,,,,,,,,,,,,,,,,,,,handsome,,,,,,,,Sentence_for_entry_0414.m4a,*ᎠᏍᎦᏰᎬᏍᏓ* ᎣᏍᏗᏁᎵ‚ ᎤᏛᏅ ᎠᎨᏯ.,*asgayegv̋:sda* o:sdi:ne̋:li ù:dv:hnv́ agě:hya,"The woman said‚ ’My husband is *handsome.’""",,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎦᏰᎬᏍᏓ,415.1,415,ᎠᏍᎦᏰᎬᏍᏓ,,asgayegvsda,a-s-ga-ye-gv-s-da,ạsgạyegv̌sda,asgaye:gv̌:sda,noun,singular,,officer,,,,,,,,,,,,,,,,,,,Officer,,,,,,,Word_0415.1.m4a,Sentence_for_entry_0415.m4a,*ᎠᏍᎦᏰᎬᏍᏓ* ᏙᏛᎪᎵᏰᎢ ᎠᏂᏲᏍᎩ ᏚᎾᏄᏮᎢ.,*asgaye:gv:sdá*do:dv:gó:lì:ye’i ani̋:yosgi dù:nahnúwv̋:’i,An *officer*is going to inspect the soldiers’ uniforms.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏂᏍᎦᏰᎬᏍᏓ,415.2,415,ᎠᏂᏍᎦᏰᎬᏍᏓ,,anisgayegvsda,a-ni-s-ga-ye-gv-s-da,ạnisgạyegv̌sda,ani:sgaye:gv̌:sda,noun,plural,,officers,,,,,,,,,,,,,,,,,,,Officer,,,,,,,,Sentence_for_entry_0415.m4a,*ᎠᏍᎦᏰᎬᏍᏓ* ᏙᏛᎪᎵᏰᎢ ᎠᏂᏲᏍᎩ ᏚᎾᏄᏮᎢ.,*asgaye:gv:sdá*do:dv:gó:lì:ye’i ani̋:yosgi dù:nahnúwv̋:’i,An *officer*is going to inspect the soldiers’ uniforms.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎩᎾ,416.1,416,ᎠᏍᎩᎾ,,asgina,a-s-gi-na,ạsgǐna,asgǐ:na,noun,singular,,demon,devil,,,,,,,,,,,,,,,,,,demon,devil,,,dàsgǐnádị’a,jvsgino,sědạ́ni,Word_0416.1.m4a,Sentence_for_entry_0416.m4a,ᎦᏙ ᎤᏍᏗ ᏚᏓᎴᎿᎢ *ᎠᏍᎩᎾ‚* ᏎᏓᏂᏃ?,gado usdi dù:dale:hná’i *asgǐ:na* se:dáníhno,What is the difference between a *devil* and Satan?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏂᏍᎩᎾ,416.2,416,ᎠᏂᏍᎩᎾ,,anisgina,a-ni-s-gi-na,ạnisgǐna,ani:sgǐ:na,noun,plural,,demons,devils,,,,,,,,,,,,,,,,,,demon,devil,,,,,,,Sentence_for_entry_0416.m4a,ᎦᏙ ᎤᏍᏗ ᏚᏓᎴᎿᎢ *ᎠᏍᎩᎾ‚* ᏎᏓᏂᏃ?,gado usdi dù:dale:hná’i *asgǐ:na* se:dáníhno,What is the difference between a *devil* and Satan?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎩᏘᏍᎦ,417.1,417,ᎠᏍᎩᏘᏍᎦ,,asgitsga,a-s-gi-ti-s-ga,àsgitsga,à:sgi:tsga,verb (v.t.),3rd person singular,,he/she is dreaming about him/her,he/she is dreaming about it,,,,,,,,,,,,,,,,,,dream,,,,,,,,Sentence_for_entry_0417.m4a,ᎦᏙ ᎤᏍᏗ *ᏣᏍᎩᏘᎭ* ᎤᏒ ᏥᎨᏒᎢ?,gado u:sdi *tsgi:tsé* uhsv̋ jigè:sv̋:’i,What did *you dream* about last night?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏥᏯᏍᎩᏘᏍᎦ,417.2,417,ᏥᏯᏍᎩᏘᏍᎦ,,jiyasgitsga,tsi-ya-s-gi-ti-s-ga,jiyàsgitsga,ji:yà:sgi:tsga,verb (v.t.),1st person singular with animate object,,I’m dreaming about him/her,,,,,,,,,,,,,,,,,,,dream,,,,,,,,Sentence_for_entry_0417.m4a,ᎦᏙ ᎤᏍᏗ *ᏣᏍᎩᏘᎭ* ᎤᏒ ᏥᎨᏒᎢ?,gado u:sdi *tsgi:tsé* uhsv̋ jigè:sv̋:’i,What did *you dream* about last night?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎦᏍᎩᏘᏍᎦ,417.3,417,ᎦᏍᎩᏘᏍᎦ,,gasgitsga,ga-s-gi-ti-s-ga,gàsgitsga,gà:sgi:tsga,verb (v.t.),1st person singular with inanimate object,,I’m dreaming about it,,,,,,,,,,,,,,,,,,,dream,,,,,,,,Sentence_for_entry_0417.m4a,ᎦᏙ ᎤᏍᏗ *ᏣᏍᎩᏘᎭ* ᎤᏒ ᏥᎨᏒᎢ?,gado u:sdi *tsgi:tsé* uhsv̋ jigè:sv̋:’i,What did *you dream* about last night?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏍᎩᏘᏒᎢ,417.4,417,ᎤᏍᎩᏘᏒᎢ,,usgitsv’i,u-s-gi-ti-sv-i,ùsgitsv̌’i,ù:sgi:tsv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she dreamt about him/her,he/she dreamt about it,,,,,,,,,,,,,,,,,,dream,,,,,,,,Sentence_for_entry_0417.m4a,ᎦᏙ ᎤᏍᏗ *ᏣᏍᎩᏘᎭ* ᎤᏒ ᏥᎨᏒᎢ?,gado u:sdi *tsgi:tsé* uhsv̋ jigè:sv̋:’i,What did *you dream* about last night?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎩᏘᏍᎪᎢ,417.5,417,ᎠᏍᎩᏘᏍᎪᎢ,,asgitsgo’i,a-s-gi-ti-s-go-i,àsgitsgó’i,à:sgi:tsgó:’i,verb (v.t.),3rd person singular present habitual,,he/she dreams about him/her,he/she dreams about it,,,,,,,,,,,,,,,,,,dream,,,,,,,,Sentence_for_entry_0417.m4a,ᎦᏙ ᎤᏍᏗ *ᏣᏍᎩᏘᎭ* ᎤᏒ ᏥᎨᏒᎢ?,gado u:sdi *tsgi:tsé* uhsv̋ jigè:sv̋:’i,What did *you dream* about last night?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎯᏯᏍᎩᏘᏌ,417.6,417,ᎯᏯᏍᎩᏘᏌ,,hiyasgitsa,hi-ya-s-gi-ti-sa,hiyàsgǐtsa,hi:yà:sgǐ:tsa,verb (v.t.),imperative with animate direct objects,,dream about him/her!,,,,,,,,,,,,,,,,,,,dream,,,,,,,,Sentence_for_entry_0417.m4a,ᎦᏙ ᎤᏍᏗ *ᏣᏍᎩᏘᎭ* ᎤᏒ ᏥᎨᏒᎢ?,gado u:sdi *tsgi:tsé* uhsv̋ jigè:sv̋:’i,What did *you dream* about last night?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎭᏍᎩᏘᏌ,417.7,417,ᎭᏍᎩᏘᏌ,,hasgitsa,ha-s-gi-ti-sa,hạsgǐtsa,hasgǐ:tsa,verb (v.t.),imperative with inanimate direct objects,,dream about it!,,,,,,,,,,,,,,,,,,,dream,,,,,,,,Sentence_for_entry_0417.m4a,ᎦᏙ ᎤᏍᏗ *ᏣᏍᎩᏘᎭ* ᎤᏒ ᏥᎨᏒᎢ?,gado u:sdi *tsgi:tsé* uhsv̋ jigè:sv̋:’i,What did *you dream* about last night?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏍᎩᏘᏍᏗ,417.8,417,ᎤᏍᎩᏘᏍᏗ,,usgitsdi,u-s-gi-ti-s-di,usgitsdi,u:sgi:tsdi,verb (v.t.),3rd person singular infinitive,,to dream about someone,to dream about something,,,,,,,,,,,,,,,,,,dream,,,,,,,,Sentence_for_entry_0417.m4a,ᎦᏙ ᎤᏍᏗ *ᏣᏍᎩᏘᎭ* ᎤᏒ ᏥᎨᏒᎢ?,gado u:sdi *tsgi:tsé* uhsv̋ jigè:sv̋:’i,What did *you dream* about last night?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎪᎩᎠ,418.1,418,ᎠᏍᎪᎩᎠ,,asgogi’a,a-s-go-gi-a,àsgogị́’a,à:sgo:gí’a,verb (v.t.),3rd person singular,,he/she is gnawing it,,,,,,,,,,,,,,,,,,,gnaw,,,,,,,,Sentence_for_entry_0418.m4a,*ᎠᏍᎪᎩᏍᎬ* ᎦᎴᏴᏍᏗᏍᎪ ᏡᎬ ᏙᏯ.,*à:sgogí:sgv̋: g* le:yv:sdǐ:sgó: dluhgv̋ do:ya,A beaver makes a tree fall by *gnawing it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏥᏍᎪᎩᎠ,418.2,418,ᏥᏍᎪᎩᎠ,,jisgogi’a,tsi-s-go-gi-a,jìsgogị́’a,jì:sgo:gí’a,verb (v.t.),1st person singular with animate/ inanimate object,,I’m gnawing it,,,,,,,,,,,,,,,,,,,gnaw,,,,,,,,Sentence_for_entry_0418.m4a,*ᎠᏍᎪᎩᏍᎬ* ᎦᎴᏴᏍᏗᏍᎪ ᏡᎬ ᏙᏯ.,*à:sgogí:sgv̋: g* le:yv:sdǐ:sgó: dluhgv̋ do:ya,A beaver makes a tree fall by *gnawing it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏍᎪᎬᎢ,418.3,418,ᎤᏍᎪᎬᎢ,,usgogv’i,u-s-go-gv-i,ùsgógv̌’i,ù:sgó:gv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she gnawed it,,,,,,,,,,,,,,,,,,,gnaw,,,,,,,,Sentence_for_entry_0418.m4a,*ᎠᏍᎪᎩᏍᎬ* ᎦᎴᏴᏍᏗᏍᎪ ᏡᎬ ᏙᏯ.,*à:sgogí:sgv̋: g* le:yv:sdǐ:sgó: dluhgv̋ do:ya,A beaver makes a tree fall by *gnawing it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎪᎩᏍᎪᎢ,418.4,418,ᎠᏍᎪᎩᏍᎪᎢ,,asgogisgo’i,a-s-go-gi-s-go-i,àsgogîsgó’i,à:sgo:gî:sgó:’i,verb (v.t.),3rd person singular present habitual,,he/she gnaws it,,,,,,,,,,,,,,,,,,,gnaw,,,,,,,,Sentence_for_entry_0418.m4a,*ᎠᏍᎪᎩᏍᎬ* ᎦᎴᏴᏍᏗᏍᎪ ᏡᎬ ᏙᏯ.,*à:sgogí:sgv̋: g* le:yv:sdǐ:sgó: dluhgv̋ do:ya,A beaver makes a tree fall by *gnawing it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎯᏍᎪᎦ,418.5,418,ᎯᏍᎪᎦ,,hisgoga,hi-s-go-ga,hịsgǒga,hisgǒ:ga,verb (v.t.),imperative with animate/ inanimate direct objects,,gnaw it!,,,,,,,,,,,,,,,,,,,gnaw,,,,,,,,Sentence_for_entry_0418.m4a,*ᎠᏍᎪᎩᏍᎬ* ᎦᎴᏴᏍᏗᏍᎪ ᏡᎬ ᏙᏯ.,*à:sgogí:sgv̋: g* le:yv:sdǐ:sgó: dluhgv̋ do:ya,A beaver makes a tree fall by *gnawing it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏍᎪᎩᏍᏗ,418.6,418,ᎤᏍᎪᎩᏍᏗ,,usgogisdi,u-s-go-gi-s-di,usgǒgîsdi,u:sgǒ:gî:sdi,verb (v.t.),3rd person singular infinitive,,to gnaw something,,,,,,,,,,,,,,,,,,,gnaw,,,,,,,,Sentence_for_entry_0418.m4a,*ᎠᏍᎪᎩᏍᎬ* ᎦᎴᏴᏍᏗᏍᎪ ᏡᎬ ᏙᏯ.,*à:sgogí:sgv̋: g* le:yv:sdǐ:sgó: dluhgv̋ do:ya,A beaver makes a tree fall by *gnawing it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎪᏂᎭ,419.1,419,ᎠᏍᎪᏂᎭ,,asgohniha,a-s-go-ni-ha,àsgǒhnị́ha,à:sgǒ:hníha,verb (v.t.),3rd person singular,,he/she is mourning for him/her,he/she is mourning for it,,,,,,,,,,,,,,,,,,mourn,,,,,,,,Sentence_for_entry_0419.m4a,ᎤᏍᏗ ᎠᏧᏣ ᎩᏟ ᎤᎵᏬᏨ *ᎤᏍᎪᏂᎸᎢ.*,usdi̋ achű:ja gi:hli ù:lihwó:jv̋ *usgohnílv̌:’i*,The little boy *mourned for* a dead dog.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏥᏍᎪᏂᎭ,419.2,419,ᏥᏍᎪᏂᎭ,,jisgohniha,tsi-s-go-ni-ha,jìsgǒhnị́ha,jì:sgǒ:hníha,verb (v.t.),1st person singular with animate/ inanimate object,,I’m mourning for him/her,I’m mourning for it,,,,,,,,,,,,,,,,,,mourn,,,,,,,,Sentence_for_entry_0419.m4a,ᎤᏍᏗ ᎠᏧᏣ ᎩᏟ ᎤᎵᏬᏨ *ᎤᏍᎪᏂᎸᎢ.*,usdi̋ achű:ja gi:hli ù:lihwó:jv̋ *usgohnílv̌:’i*,The little boy *mourned for* a dead dog.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏍᎪᏂᎸᎢ,419.3,419,ᎤᏍᎪᏂᎸᎢ,,usgohnilv’i,u-s-go-ni-lv-i,ùsgǒhnị́lv̌’i,ù:sgǒ:hnílv̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she mourned for him/her,he/she mourned for it,,,,,,,,,,,,,,,,,,mourn,,,,,,,Word_0419.3.m4a,Sentence_for_entry_0419.m4a,ᎤᏍᏗ ᎠᏧᏣ ᎩᏟ ᎤᎵᏬᏨ *ᎤᏍᎪᏂᎸᎢ.*,usdi̋ achű:ja gi:hli ù:lihwó:jv̋ *usgohnílv̌:’i*,The little boy *mourned for* a dead dog.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎪᏂᎰᎢ,419.4,419,ᎠᏍᎪᏂᎰᎢ,,asgohniho’i,a-s-go-ni-ho-i,àsgǒhnị́hó’i,à:sgǒ:hníhó:’i,verb (v.t.),3rd person singular present habitual,,he/she mourns for him/her,he/she mourns for it,,,,,,,,,,,,,,,,,,mourn,,,,,,,,Sentence_for_entry_0419.m4a,ᎤᏍᏗ ᎠᏧᏣ ᎩᏟ ᎤᎵᏬᏨ *ᎤᏍᎪᏂᎸᎢ.*,usdi̋ achű:ja gi:hli ù:lihwó:jv̋ *usgohnílv̌:’i*,The little boy *mourned for* a dead dog.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎯᏍᎪᏂᎦ,419.5,419,ᎯᏍᎪᏂᎦ,,hisgonhga,hi-s-go-ni-ga,hìsgǒnhga,hì:sgǒ:nhga,verb (v.t.),imperative with animate direct objects,,mourn for him/her!,,,,,,,,,,,,,,,,,,,mourn,,,,,,,,Sentence_for_entry_0419.m4a,ᎤᏍᏗ ᎠᏧᏣ ᎩᏟ ᎤᎵᏬᏨ *ᎤᏍᎪᏂᎸᎢ.*,usdi̋ achű:ja gi:hli ù:lihwó:jv̋ *usgohnílv̌:’i*,The little boy *mourned for* a dead dog.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎯᏍᎪᏂᎦ,419.6,419,ᎯᏍᎪᏂᎦ,,hisgonhga,hi-s-go-ni-ga,hịsgǒnhga,hisgǒ:nhga,verb (v.t.),imperative with inanimate direct objects,,mourn for it!,,,,,,,,,,,,,,,,,,,mourn,,,,,,,,Sentence_for_entry_0419.m4a,ᎤᏍᏗ ᎠᏧᏣ ᎩᏟ ᎤᎵᏬᏨ *ᎤᏍᎪᏂᎸᎢ.*,usdi̋ achű:ja gi:hli ù:lihwó:jv̋ *usgohnílv̌:’i*,The little boy *mourned for* a dead dog.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏍᎪᏂᏍᏗ,419.7,419,ᎤᏍᎪᏂᏍᏗ,,usgonsdi,u-s-go-ni-s-di,usgǒnsdi,u:sgǒ:nsdi,verb (v.t.),3rd person singular infinitive,,to mourn for something,to mourn for it,,,,,,,,,,,,,,,,,,mourn,,,,,,,,Sentence_for_entry_0419.m4a,ᎤᏍᏗ ᎠᏧᏣ ᎩᏟ ᎤᎵᏬᏨ *ᎤᏍᎪᏂᎸᎢ.*,usdi̋ achű:ja gi:hli ù:lihwó:jv̋ *usgohnílv̌:’i*,The little boy *mourned for* a dead dog.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎠᏍᎪᎵᏰᎠ,420.1,420,ᎠᏍᎪᎵᏰᎠ,,asgoliye’a,a-s-go-li-ye-a,àsgolǐyẹ́’a,à:sgo:lǐ:yé’a,verb (v.t.),3rd person singular,,he/she is rubbing him/her,he/she is rubbing it,,,,,,,,,,,,,,,,,,rub,,,,,,,,Sentence_for_entry_0420.m4a,ᏥᏍᎪᎵ *ᎭᏍᎪᎵᏯ*‚ ᎠᏇᎯᏍᏓᏁᎭ.,jì:skő:li *hasgo:lǐ:yâ* à:gwe:hisdâ:ne:hâ,*Rub* my head‚ it hurts.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᏥᏯᏍᎪᎵᏰᎠ,420.2,420,ᏥᏯᏍᎪᎵᏰᎠ,,jiyasgoliye’a,tsi-ya-s-go-li-ye-a,jiyàsgolǐyẹ́’a,ji:yà:sgo:lǐ:yé’a,verb (v.t.),1st person singular with animate object,,I’m rubbing him/her,,,,,,,,,,,,,,,,,,,rub,,,,,,,,Sentence_for_entry_0420.m4a,ᏥᏍᎪᎵ *ᎭᏍᎪᎵᏯ*‚ ᎠᏇᎯᏍᏓᏁᎭ.,jì:skő:li *hasgo:lǐ:yâ* à:gwe:hisdâ:ne:hâ,*Rub* my head‚ it hurts.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎦᏍᎪᎵᏰᎠ,420.3,420,ᎦᏍᎪᎵᏰᎠ,,gasgoliye’a,ga-s-go-li-ye-a,gàsgolǐyẹ́’a,gà:sgo:lǐ:yé’a,verb (v.t.),1st person singular with inanimate object,,I’m rubbing it,,,,,,,,,,,,,,,,,,,rub,,,,,,,,Sentence_for_entry_0420.m4a,ᏥᏍᎪᎵ *ᎭᏍᎪᎵᏯ*‚ ᎠᏇᎯᏍᏓᏁᎭ.,jì:skő:li *hasgo:lǐ:yâ* à:gwe:hisdâ:ne:hâ,*Rub* my head‚ it hurts.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ᎤᏍᎪᎵᏰᎥᎢ,420.4,420,ᎤᏍᎪᎵᏰᎥᎢ,,usgoliye’v’i,u-s-go-li-ye-v-i,ùsgolǐyẹ́’v̌’i,ù:sgo:lǐ:yé’v̌:’i,verb (v.t.),3rd person singular non-progressive remote past tense,,he/she rubbed him/her,he/she rubbed it,,,,,,,,,,,,,,,,,,rub,,,,,,,,Sentence_for_entry_0420.m4a,ᏥᏍᎪᎵ *ᎭᏍᎪᎵᏯ*‚ ᎠᏇᎯᏍᏓᏁᎭ.,jì:skő:li *hasgo:lǐ:yâ* à:gwe:hisdâ:ne:hâ,*Rub* my head‚ it hurts.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
