verb,person,tense,form,form (JW),notes
"bring (animate) (under their own power, following)",2d,reppast,èèst.ààthihnoóhlééʔi,e²¹st.a²¹thi²hno²³hle³³ʔi²,
"bring (animate) (under their own power, following)",Ip,reppast,èèt.ààthihnoóhlééʔi,e²¹t.a²¹thi²hno²³hle³³ʔi²,
"bring (animate) (under their own power, following)",Ep,reppast,òòj.ààthihnoóhlééʔi,o²¹j.a²¹thi²hno²³hle³³ʔi²,
"bring (animate) (under their own power, following)",2p,reppast,èèj.ààthihnoóhlééʔi,e²¹j.a²¹thi²hno²³hle³³ʔi²,
"bring (animate) (under their own power, following)",3p,reppast,ùnh.thihnoóhlééʔi,u¹nh.thi²hno²³hle³³ʔi²,
"bring (animate) (under their own power, following)",1s,immpast,jiiy.ààthihnoóka,ji²²y.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",2s,immpast,hiiy.ààthihnoóka,hi²²y.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",3s,immpast,àà.thihnoóka,a²¹.thi²hno²³ka²,
"bring (animate) (under their own power, following)",Id,immpast,èèn.ààthihnoóka,e²¹n.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",Ed,immpast,òòst.ààthihnoóka,o²¹st.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",2d,immpast,èèst.ààthihnoóka,e²¹st.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",Ip,immpast,èèt.ààthihnoóka,e²¹t.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",Ep,immpast,òòj.ààthihnoóka,o²¹j.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",2p,immpast,èèj.ààthihnoóka,e²¹j.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",3p,immpast,ành.thihnoóka,a¹nh.thi²hno²³ka²,
"bring (animate) (under their own power, following)",1s,fut,tajiíy.áathihnoóhli,ta²ji²³y.a³²thi²hno²³hli²,
"bring (animate) (under their own power, following)",2s,fut,thiíy.áathihnoóhli,thi²³y.a³²thi²hno²³hli²,
"bring (animate) (under their own power, following)",3s,fut,tvv́.thíhnoohli,tv²³.thi³hno²²hli²,
"bring (animate) (under their own power, following)",Id,fut,tayeén.áathihnoóhli,ta²ye²³n.a³²thi²hno²³hli²,
"bring (animate) (under their own power, following)",Ed,fut,tayoóst.áathihnoóhli,ta²yo²³st.a³²thi²hno²³hli²,
"bring (animate) (under their own power, following)",2d,fut,tayeést.áathihnoóhli,ta²ye²³st.a³²thi²hno²³hli²,
"bring (animate) (under their own power, following)",Ip,fut,tayeét.áathihnoóhli,ta²ye²³t.a³²thi²hno²³hli²,
"bring (animate) (under their own power, following)",Ep,fut,tayoój.áathihnoóhli,ta²yo²³j.a³²thi²hno²³hli²,
"bring (animate) (under their own power, following)",2p,fut,tayeéj.áathihnoóhli,ta²ye²³j.a³²thi²hno²³hli²,
"bring (animate) (under their own power, following)",3p,fut,tvv́nh.thihnoohli,tv²³nh.thi²hno²²hli²,tvv́n.áthihnoohli
"bring (animate) (under their own power, following)",1s,inf,jiiy.ààthihnoóhísti,ji²²y.a²¹thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",2s,inf,hiiy.ààthihnoóhísti,hi²²y.a²¹thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",3s,inf,uu.thihnoóhísti,u²².thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",Id,inf,een.ààthihnoóhísti,e²²n.a²¹thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",Ed,inf,oost.ààthihnoóhísti,o²²st.a²¹thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",2d,inf,eest.ààthihnoóhísti,e²²st.a²¹thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",Ip,inf,eet.ààthihnoóhísti,e²²t.a²¹thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",Ep,inf,ooj.ààthihnoóhísti,o²²j.a²¹thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",2p,inf,eej.ààthihnoóhísti,e²²j.a²¹thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",3p,inf,unh.thihnoóhísti,u²nh.thi²hno²³hi³sti²,
"bring (animate) (under their own power, following)",1s,presimp,jiíy.áathihnoóka,ji²³y.a³²thi²hno²³ka²,
"bring (animate) (under their own power, following)",2s,presimp,hiiy.ààthihnoóka,hi²²y.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",3s,presimp,w.athíhnooka,w.a²thi³hno²²ka²,
"bring (animate) (under their own power, following)",Id,presimp,eén.áathihnoóka,e²³n.a³²thi²hno²³ka²,
"bring (animate) (under their own power, following)",Ed,presimp,woóst.áathihnoóka,wo²³st.a³²thi²hno²³ka²,
"bring (animate) (under their own power, following)",2d,presimp,eest.ààthihnoóka,e²²st.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",Ip,presimp,eét.áathihnoóka,e²³t.a³²thi²hno²³ka²,
"bring (animate) (under their own power, following)",Ep,presimp,woój.áathihnoóka,wo²³j.a³²thi²hno²³ka²,
"bring (animate) (under their own power, following)",2p,presimp,eej.ààthihnoóka,e²²j.a²¹thi²hno²³ka²,
"bring (animate) (under their own power, following)",3p,presimp,w.ánhthihnooka,w.a³nhthi²hno²²ka²,
"bring (animate) (under their own power, following)",1s,futimp,jiiy.ààthihnoóhlv́v́ʔi,ji²²y.a²¹thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",2s,futimp,hiiy.ààthihnoóhlv́v́ʔi,hi²²y.a²¹thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",3s,futimp,àà.thihnoóhlv́v́ʔi,a²¹.thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",Id,futimp,èèn.ààthihnoóhlv́v́ʔi,e²¹n.a²¹thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",Ed,futimp,òòst.ààthihnoóhlv́v́ʔi,o²¹st.a²¹thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",2d,futimp,èèst.ààthihnoóhlv́v́ʔi,e²¹st.a²¹thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",Ip,futimp,èèt.ààthihnoóhlv́v́ʔi,e²¹t.a²¹thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",Ep,futimp,òòj.ààthihnoóhlv́v́ʔi,o²¹j.a²¹thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",2p,futimp,èèj.ààthihnoóhlv́v́ʔi,e²¹j.a²¹thi²hno²³hlv³³ʔi²,
"bring (animate) (under their own power, following)",3p,futimp,ành.thihnoóhlv́v́ʔi,a¹nh.thi²hno²³hlv³³ʔi²,
bring (flexible),1s,pres,ji.ʔnoóhíha,ji².ʔno²³hi³ha²,
bring (flexible),2s,pres,hi.hnoóhíha,hi².hno²³hi³ha²,
bring (flexible),3s,pres,ka.hnoóhíha,ka².hno²³hi³ha²,
bring (flexible),Id,pres,ììnii.hnoóhíha,i²¹ni²².hno²³hi³ha²,
bring (flexible),Ed,pres,òòstii.hnoóhíha,o²¹sti²².hno²³hi³ha²,
bring (flexible),2d,pres,stii.hnoóhíha,sti²².hno²³hi³ha²,
bring (flexible),Ip,pres,ììtii.hnoóhíha,i²¹ti²².hno²³hi³ha²,
bring (flexible),Ep,pres,òòjii.hnoóhíha,o²¹ji²².hno²³hi³ha²,
bring (flexible),2p,pres,ììjii.hnoóhíha,i²¹ji²².hno²³hi³ha²,
bring (flexible),3p,pres,àànii.hnoóhíha,a²¹ni²².hno²³hi³ha²,
bring (flexible),1s,hab,ji.ʔnoohíhóóʔi,ji².ʔno²²hi³ho³³ʔi²,
bring (flexible),2s,hab,hi.hnoohíhóóʔi,hi².hno²²hi³ho³³ʔi²,
bring (flexible),3s,hab,ka.hnoohíhóóʔi,ka².hno²²hi³ho³³ʔi²,
bring (flexible),Id,hab,ììnii.hnoohíhóóʔi,i²¹ni²².hno²²hi³ho³³ʔi²,
bring (flexible),Ed,hab,òòstii.hnoohíhóóʔi,o²¹sti²².hno²²hi³ho³³ʔi²,
bring (flexible),2d,hab,stii.hnoohíhóóʔi,sti²².hno²²hi³ho³³ʔi²,
bring (flexible),Ip,hab,ììtii.hnoohíhóóʔi,i²¹ti²².hno²²hi³ho³³ʔi²,
bring (flexible),Ep,hab,òòjii.hnoohíhóóʔi,o²¹ji²².hno²²hi³ho³³ʔi²,
bring (flexible),2p,hab,ììjii.hnoohíhóóʔi,i²¹ji²².hno²²hi³ho³³ʔi²,
bring (flexible),3p,hab,àànii.hnoohíhóóʔi,a²¹ni²².hno²²hi³ho³³ʔi²,
bring (flexible),1s,rempast,ààki.hnoóhlv́v́ʔi,a²¹ki².hno²³hlv³³ʔi²,(ààkhinoóhlv́v́ʔi maybe)
bring (flexible),2s,rempast,ja.hnoóhlv́v́ʔi,ja².hno²³hlv³³ʔi²,(chahnoóhlv́v́ʔi)
bring (flexible),3s,rempast,ùù.hnoóhlv́v́ʔi,u²¹.hno²³hlv³³ʔi²,
bring (flexible),Id,rempast,kinii.hnoóhlv́v́ʔi,ki²ni²².hno²³hlv³³ʔi²,
bring (flexible),Ed,rempast,òòkinii.hnoóhlv́v́ʔi,o²¹ki²ni²².hno²³hlv³³ʔi²,
bring (flexible),2d,rempast,stii.hnoóhlv́v́ʔi,sti²².hno²³hlv³³ʔi²,
bring (flexible),Ip,rempast,ììkii.hnoóhlv́v́ʔi,i²¹ki²².hno²³hlv³³ʔi²,
bring (flexible),Ep,rempast,òòkii.hnoóhlv́v́ʔi,o²¹ki²².hno²³hlv³³ʔi²,
bring (flexible),2p,rempast,ììjii.hnoóhlv́v́ʔi,i²¹ji²².hno²³hlv³³ʔi²,
bring (flexible),3p,rempast,ùùnii.hnoóhlv́v́ʔi,u²¹ni²².hno²³hlv³³ʔi²,
bring (flexible),1s,reppast,ààki.hnoóhléʔi,a²¹ki².hno²³hle³ʔi²,(ààkhinoóhléʔi maybe)
bring (flexible),2s,reppast,ja.hnoóhléʔi,ja².hno²³hle³ʔi²,(chahnoóhléʔi)
bring (flexible),3s,reppast,ùù.hnoóhléʔi,u²¹.hno²³hle³ʔi²,
bring (flexible),Id,reppast,kinii.hnoóhléʔi,ki²ni²².hno²³hle³ʔi²,
bring (flexible),Ed,reppast,òòkinii.hnoóhléʔi,o²¹ki²ni²².hno²³hle³ʔi²,
bring (flexible),2d,reppast,stii.hnoóhléʔi,sti²².hno²³hle³ʔi²,
bring (flexible),Ip,reppast,ììkii.hnoóhléʔi,i²¹ki²².hno²³hle³ʔi²,
bring (flexible),Ep,reppast,òòkii.hnoóhléʔi,o²¹ki²².hno²³hle³ʔi²,
bring (flexible),2p,reppast,ììjii.hnoóhléʔi,i²¹ji²².hno²³hle³ʔi²,
bring (flexible),3p,reppast,ùùnii.hnoóhléʔi,u²¹ni²².hno²³hle³ʔi²,
bring (flexible),1s,immpast,ji.ʔnoóka,ji².ʔno²³ka²,
bring (flexible),2s,immpast,hi.hnoóka,hi².hno²³ka²,
bring (flexible),3s,immpast,ka.hnoóka,ka².hno²³ka²,
bring (flexible),Id,immpast,ììnii.hnoóka,i²¹ni²².hno²³ka²,
bring (flexible),Ed,immpast,òòstii.hnoóka,o²¹sti²².hno²³ka²,
bring (flexible),2d,immpast,stii.hnoóka,sti²².hno²³ka²,
bring (flexible),Ip,immpast,ììtii.hnoóka,i²¹ti²².hno²³ka²,
bring (flexible),Ep,immpast,òòjii.hnoóka,o²¹ji²².hno²³ka²,
bring (flexible),2p,immpast,ììjii.hnoóka,i²¹ji²².hno²³ka²,
bring (flexible),3p,immpast,àànii.hnoóka,a²¹ni²².hno²³ka²,
bring (flexible),1s,fut,tají.ʔnoóhli,ta²ji³.ʔno²³hli²,
bring (flexible),2s,fut,thi.hnóóhli,thi².hno³³hli²,
bring (flexible),3s,fut,taka.hnóóhli,ta²ka².hno³³hli²,
bring (flexible),Id,fut,tàànií.hnóóhli,ta²¹ni²³.hno³³hli²,
bring (flexible),Ed,fut,tayoóstíí.hnoohli,ta²yo²³sti³³.hno²²hli²,
bring (flexible),2d,fut,tastií.hnóóhli,ta²sti²³.hno³³hli²,
bring (flexible),Ip,fut,tààtií.hnóóhli,ta²¹ti²³.hno³³hli²,
bring (flexible),Ep,fut,tayoójíí.hnoohli,ta²yo²³ji³³.hno²²hli²,
bring (flexible),2p,fut,tààjií.hnóóhli,ta²¹ji²³.hno³³hli²,
bring (flexible),3p,fut,tvv́níí.hnoohli,tv²³ni³³.hno²²hli²,
bring (flexible),1s,inf,aki.hnoóhísti,a²ki².hno²³hi³sti²,(akhinoóhísti maybe)
bring (flexible),2s,inf,ja.noóhísti,ja².no²³hi³sti²,(chanoóhísti)
bring (flexible),3s,inf,uu.hnoóhísti,u²².hno²³hi³sti²,
bring (flexible),Id,inf,kinii.hnoóhísti,ki²ni²².hno²³hi³sti²,
bring (flexible),Ed,inf,ookinii.hnoóhísti,o²²ki²ni²².hno²³hi³sti²,
bring (flexible),2d,inf,stii.hnoóhísti,sti²².hno²³hi³sti²,
bring (flexible),Ip,inf,ììkii.hnoóhísti,i²¹ki²².hno²³hi³sti²,
bring (flexible),Ep,inf,ookii.hnoóhísti,o²²ki²².hno²³hi³sti²,
bring (flexible),2p,inf,ììjii.hnoóhísti,i²¹ji²².hno²³hi³sti²,
bring (flexible),3p,inf,uunii.hnoóhísti,u²²ni²².hno²³hi³sti²,
bring (flexible),1s,presimp,jí.ʔnoóka,ji³.ʔno²³ka²,
bring (flexible),2s,presimp,hi.hnoóka,hi².hno²³ka²,
bring (flexible),3s,presimp,wika.hnóóka,wi²ka².hno³³ka²,
bring (flexible),Id,presimp,ììnií.hnóóka,i²¹ni²³.hno³³ka²,
bring (flexible),Ed,presimp,woóstíí.hnooka,wo²³sti³³.hno²²ka²,
bring (flexible),2d,presimp,stii.hnoóka,sti²².hno²³ka²,
bring (flexible),Ip,presimp,ììtií.hnóóka,i²¹ti²³.hno³³ka²,
bring (flexible),Ep,presimp,woójíí.hnooka,wo²³ji³³.hno²²ka²,
bring (flexible),2p,presimp,ììjii.hnoóka,i²¹ji²².hno²³ka²,
bring (flexible),3p,presimp,waníí.hnooka,wa²ni³³.hno²²ka²,
bring (flexible),1s,futimp,ji.ʔnoóhlv́v́ʔi,ji².ʔno²³hlv³³ʔi²,
bring (flexible),2s,futimp,hi.hnoóhlv́v́ʔi,hi².hno²³hlv³³ʔi²,
bring (flexible),3s,futimp,ka.hnoóhlv́v́ʔi,ka².hno²³hlv³³ʔi²,
bring (flexible),Id,futimp,ììnii.hnoóhlv́v́ʔi,i²¹ni²².hno²³hlv³³ʔi²,
bring (flexible),Ed,futimp,òòstii.hnoóhlv́v́ʔi,o²¹sti²².hno²³hlv³³ʔi²,
bring (flexible),2d,futimp,stii.hnoóhlv́v́ʔi,sti²².hno²³hlv³³ʔi²,
bring (flexible),Ip,futimp,ììtii.hnoóhlv́v́ʔi,i²¹ti²².hno²³hlv³³ʔi²,
bring (flexible),Ep,futimp,òòjii.hnoóhlv́v́ʔi,o²¹ji²².hno²³hlv³³ʔi²,
bring (flexible),2p,futimp,ììjii.hnoóhlv́v́ʔi,i²¹ji²².hno²³hlv³³ʔi²,
bring (flexible),3p,futimp,àànii.hnoóhlv́v́ʔi,a²¹ni²².hno²³hlv³³ʔi²,
bring (liquid),1s,pres,ji.nèèjoóhíha,ji².ne²¹jo²³hi³ha²,
bring (liquid),2s,pres,hi.nhjoóhíha,hi².nhjo²³hi³ha²,
bring (liquid),3s,pres,ka.nhjoóhíha,ka².nhjo²³hi³ha²,
bring (liquid),Id,pres,ììni.nhjoóhíha,i²¹ni².nhjo²³hi³ha²,
bring (liquid),Ed,pres,òòsti.nhjoóhíha,o²¹sti².nhjo²³hi³ha²,
bring (liquid),2d,pres,sti.nhjoóhíha,sti².nhjo²³hi³ha²,
bring (liquid),Ip,pres,ììti.nhjoóhíha,i²¹ti².nhjo²³hi³ha²,
bring (liquid),Ep,pres,òòji.nhjoóhíha,o²¹ji².nhjo²³hi³ha²,
bring (liquid),2p,pres,ììji.nhjoóhíha,i²¹ji².nhjo²³hi³ha²,
bring (liquid),3p,pres,ààni.nhjoóhíha,a²¹ni².nhjo²³hi³ha²,
bring (liquid),1s,hab,ji.nèèjoohíhóóʔi,ji².ne²¹jo²²hi³ho³³ʔi²,
bring (liquid),2s,hab,hi.nhjoohíhóóʔi,hi².nhjo²²hi³ho³³ʔi²,
bring (liquid),3s,hab,ka.nhjoohíhóóʔi,ka².nhjo²²hi³ho³³ʔi²,
bring (liquid),Id,hab,ììnii.nhjoohíhóóʔi,i²¹ni²².nhjo²²hi³ho³³ʔi²,
bring (liquid),Ed,hab,òòstìì.nhjoohíhóóʔi,o²¹sti²¹.nhjo²²hi³ho³³ʔi²,
bring (liquid),2d,hab,stii.nhjoohíhóóʔi,sti²².nhjo²²hi³ho³³ʔi²,
bring (liquid),Ip,hab,ììtii.nhjoohíhóóʔi,i²¹ti²².nhjo²²hi³ho³³ʔi²,
bring (liquid),Ep,hab,òòstii.nhjoohíhóóʔi,o²¹sti²².nhjo²²hi³ho³³ʔi²,
bring (liquid),2p,hab,ììjii.nhjoohíhóóʔi,i²¹ji²².nhjo²²hi³ho³³ʔi²,
bring (liquid),3p,hab,àànii.nhjoohíhóóʔi,a²¹ni²².nhjo²²hi³ho³³ʔi²,
bring (liquid),1s,rempast,ààki.nhjoóhlv́v́ʔi,a²¹ki².nhjo²³hlv³³ʔi²,
bring (liquid),2s,rempast,ja.nhjoóhlv́v́ʔi,ja².nhjo²³hlv³³ʔi²,
bring (liquid),3s,rempast,ù.nhjoóhlv́v́ʔi,u¹.nhjo²³hlv³³ʔi²,
bring (liquid),Id,rempast,kini.nhjoóhlv́v́ʔi,ki²ni².nhjo²³hlv³³ʔi²,
bring (liquid),Ed,rempast,òòkini.nhjoóhlv́v́ʔi,o²¹ki²ni².nhjo²³hlv³³ʔi²,
bring (liquid),2d,rempast,sti.nhjoóhlv́v́ʔi,sti².nhjo²³hlv³³ʔi²,
bring (liquid),Ip,rempast,ììki.nhjoóhlv́v́ʔi,i²¹ki².nhjo²³hlv³³ʔi²,
bring (liquid),Ep,rempast,òòki.nhjoóhlv́v́ʔi,o²¹ki².nhjo²³hlv³³ʔi²,
bring (liquid),2p,rempast,ììji.nhjoóhlv́v́ʔi,i²¹ji².nhjo²³hlv³³ʔi²,
bring (liquid),3p,rempast,ùùni.nhjoóhlv́v́ʔi,u²¹ni².nhjo²³hlv³³ʔi²,
bring (liquid),1s,reppast,ààki.nhjoóhlééʔi,a²¹ki².nhjo²³hle³³ʔi²,
bring (liquid),2s,reppast,ja.nhjoóhlééʔi,ja².nhjo²³hle³³ʔi²,
bring (liquid),3s,reppast,ù.nhjoóhlééʔi,u¹.nhjo²³hle³³ʔi²,
bring (liquid),Id,reppast,kini.nhjoóhlééʔi,ki²ni².nhjo²³hle³³ʔi²,
bring (liquid),Ed,reppast,òòkini.nhjoóhlééʔi,o²¹ki²ni².nhjo²³hle³³ʔi²,
bring (liquid),2d,reppast,sti.nhjoóhlééʔi,sti².nhjo²³hle³³ʔi²,
bring (liquid),Ip,reppast,ììki.nhjoóhlééʔi,i²¹ki².nhjo²³hle³³ʔi²,
bring (liquid),Ep,reppast,òòki.nhjoóhlééʔi,o²¹ki².nhjo²³hle³³ʔi²,
bring (liquid),2p,reppast,ììji.nhjoóhlééʔi,i²¹ji².nhjo²³hle³³ʔi²,
bring (liquid),3p,reppast,ùùni.nhjoóhlééʔi,u²¹ni².nhjo²³hle³³ʔi²,
bring (liquid),1s,immpast,ji.nèèjoóka,ji².ne²¹jo²³ka²,
bring (liquid),2s,immpast,hi.nhjoóka,hi².nhjo²³ka²,
bring (liquid),3s,immpast,ka.nhjoóka,ka².nhjo²³ka²,
bring (liquid),Id,immpast,ììni.nhjoóka,i²¹ni².nhjo²³ka²,
bring (liquid),Ed,immpast,òòsti.nhjoóka,o²¹sti².nhjo²³ka²,
bring (liquid),2d,immpast,sti.nhjoóka,sti².nhjo²³ka²,
bring (liquid),Ip,immpast,ììti.nhjoóka,i²¹ti².nhjo²³ka²,
bring (liquid),Ep,immpast,òòji.nhjoóka,o²¹ji².nhjo²³ka²,
bring (liquid),2p,immpast,ììji.nhjoóka,i²¹ji².nhjo²³ka²,
bring (liquid),3p,immpast,ààni.nhjoóka,a²¹ni².nhjo²³ka²,
bring (liquid),1s,fut,taji.néejoóhli,ta²ji².ne³²jo²³hli²,
bring (liquid),2s,fut,thí.nhjoohli,thi³.nhjo²²hli²,
bring (liquid),3s,fut,taká.nhjoohli,ta²ka³.nhjo²²hli²,
bring (liquid),Id,fut,tàànií.nhjoohli,ta²¹ni²³.nhjo²²hli²,
bring (liquid),Ed,fut,tayoóstí.nhjoohli,ta²yo²³sti³.nhjo²²hli²,
bring (liquid),2d,fut,tastií.nhjoohli,ta²sti²³.nhjo²²hli²,
bring (liquid),Ip,fut,tààtií.nhjoohli,ta²¹ti²³.nhjo²²hli²,
bring (liquid),Ep,fut,tayoójí.nhjoohli,ta²yo²³ji³.nhjo²²hli²,
bring (liquid),2p,fut,tààjií.nhjoohli,ta²¹ji²³.nhjo²²hli²,
bring (liquid),3p,fut,tvv́ní.nhjoohli,tv²³ni³.nhjo²²hli²,
bring (liquid),1s,inf,aki.nhjoóhísti,a²ki².nhjo²³hi³sti²,
bring (liquid),2s,inf,ja.nhjoóhísti,ja².nhjo²³hi³sti²,
bring (liquid),3s,inf,u.nhjoóhísti,u².nhjo²³hi³sti²,
bring (liquid),Id,inf,kini.nhjoóhísti,ki²ni².nhjo²³hi³sti²,
bring (liquid),Ed,inf,ookini.nhjoóhísti,o²²ki²ni².nhjo²³hi³sti²,
bring (liquid),2d,inf,sti.nhjoóhísti,sti².nhjo²³hi³sti²,
bring (liquid),Ip,inf,ììki.nhjoóhísti,i²¹ki².nhjo²³hi³sti²,
bring (liquid),Ep,inf,ooki.nhjoóhísti,o²²ki².nhjo²³hi³sti²,
bring (liquid),2p,inf,ììji.nhjoóhísti,i²¹ji².nhjo²³hi³sti²,
bring (liquid),3p,inf,uuni.nhjoóhísti,u²²ni².nhjo²³hi³sti²,
bring (liquid),1s,presimp,ji.néejoóka,ji².ne³²jo²³ka²,
bring (liquid),2s,presimp,hi.nhjoóka,hi².nhjo²³ka²,
bring (liquid),3s,presimp,wiká.nhjooka,wi²ka³.nhjo²²ka²,
bring (liquid),Id,presimp,ììnií.nhjooka,i²¹ni²³.nhjo²²ka²,
bring (liquid),Ed,presimp,woóstí.nhjooka,wo²³sti³.nhjo²²ka²,
bring (liquid),2d,presimp,sti.nhjoóka,sti².nhjo²³ka²,
bring (liquid),Ip,presimp,ììtií.nhjooka,i²¹ti²³.nhjo²²ka²,
bring (liquid),Ep,presimp,woójí.nhjooka,wo²³ji³.nhjo²²ka²,
bring (liquid),2p,presimp,ììjií.nhjoóka,i²¹ji²³.nhjo²³ka²,
bring (liquid),3p,presimp,waní.nhjooka,wa²ni³.nhjo²²ka²,
bring (liquid),1s,futimp,ji.nèèjoóhlv́v́ʔi,ji².ne²¹jo²³hlv³³ʔi²,
bring (liquid),2s,futimp,hi.nhjoóhlv́v́ʔi,hi².nhjo²³hlv³³ʔi²,
bring (liquid),3s,futimp,ka.nhjoóhlv́v́ʔi,ka².nhjo²³hlv³³ʔi²,
bring (liquid),Id,futimp,ììni.nhjoóhlv́v́ʔi,i²¹ni².nhjo²³hlv³³ʔi²,
bring (liquid),Ed,futimp,òòsti.nhjoóhlv́v́ʔi,o²¹sti².nhjo²³hlv³³ʔi²,
bring (liquid),2d,futimp,sti.nhjoóhlv́v́ʔi,sti².nhjo²³hlv³³ʔi²,
bring (liquid),Ip,futimp,ììti.nhjoóhlv́v́ʔi,i²¹ti².nhjo²³hlv³³ʔi²,
bring (liquid),Ep,futimp,òòji.nhjoóhlv́v́ʔi,o²¹ji².nhjo²³hlv³³ʔi²,
bring (liquid),2p,futimp,ììji.nhjoóhlv́v́ʔi,i²¹ji².nhjo²³hlv³³ʔi²,
bring (liquid),3p,futimp,ààni.nhjoóhlv́v́ʔi,a²¹ni².nhjo²³hlv³³ʔi²,
bring (long),1s,pres,jii.nóóʔiha,ji²².no³³ʔi²ha²,
bring (long),2s,pres,hii.noóhíha,hi²².no²³hi³ha²,
bring (long),3s,pres,kaa.noóhíha,ka²².no²³hi³ha²,
bring (long),Id,pres,ììnii.noóhíha,i²¹ni²².no²³hi³ha²,
bring (long),Ed,pres,òòstii.noóhíha,o²¹sti²².no²³hi³ha²,
bring (long),2d,pres,stii.noóhíha,sti²².no²³hi³ha²,
bring (long),Ip,pres,ììtii.noóhíha,i²¹ti²².no²³hi³ha²,
bring (long),Ep,pres,òòjii.noóhíha,o²¹ji²².no²³hi³ha²,
bring (long),2p,pres,ììjii.noóhíha,i²¹ji²².no²³hi³ha²,
bring (long),3p,pres,àànii.noóhíha,a²¹ni²².no²³hi³ha²,
bring (long),1s,hab,jii.nóóʔihóóʔi,ji²².no³³ʔi²ho³³ʔi²,
bring (long),2s,hab,hii.noohíhóóʔi,hi²².no²²hi³ho³³ʔi²,
bring (long),3s,hab,kaa.noohíhóóʔi,ka²².no²²hi³ho³³ʔi²,
bring (long),Id,hab,ììnii.noohíhóóʔi,i²¹ni²².no²²hi³ho³³ʔi²,
bring (long),Ed,hab,òòstii.noohíhóóʔi,o²¹sti²².no²²hi³ho³³ʔi²,
bring (long),2d,hab,stii.noohíhóóʔi,sti²².no²²hi³ho³³ʔi²,
bring (long),Ip,hab,ììtii.noohíhóóʔi,i²¹ti²².no²²hi³ho³³ʔi²,
bring (long),Ep,hab,òòjii.noohíhóóʔi,o²¹ji²².no²²hi³ho³³ʔi²,
